ENTITETI;LIGA;UTAKMICA;EKIPA;PN1;PN2;VN1;VN2;IN1;IN2;BD;TN;VZA;IU
5386;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-UL;TN;TN-P;POZ;POZ-US2;1;2;TRA;PORAZ
5387;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;3;16;P&R;POBJEDA
5388;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LI;2;17;OA;PORAZ
5389;NBA;OKL-DAL;Dallas Mavericks;OL;OL-UL;TN;TN-P;POZ;POZ-US2;0;1;TRA;POBJEDA
5390;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-2/2;1;18;LIPK;PORAZ
5391;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;4;18;P&R;POBJEDA
5392;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;1;20;LIPK;PORAZ
5393;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;3;14;P&R;POBJEDA
5394;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-2/2;4;14;OT;PORAZ
5395;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;4;10;OA;POBJEDA
5396;NBA;OKL-DAL;Dallas Mavericks;UL;UL-BL-PN;PN;PN-CC;POZ;POZ-IOP-1/2-ZN-IPL;4;8;OA;POBJEDA
5397;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SO-SL;TN;TN-R;POZ;POZ-IOP-2/2;1;8;P&R;PORAZ
5398;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;4;20;P&R;POBJEDA
5399;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SO-SI;ON;ON;NEG;NEG-NS2-IPL;1;9;OA;PORAZ
5400;NBA;OKL-DAL;Dallas Mavericks;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-ML-IPL;2;14;OA;POBJEDA
5401;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-UL;PN;PN-CC;NEU;NEU-NS3-ZPL;2;16;BIBL;PORAZ
5402;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-ISB;ON;ON;POZ;POZ-IOP-2/2;0;0;OA;PORAZ
5403;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-ISB;ON;ON;POZ;POZ-IOP-1/2-ZU;0;0;OA;PORAZ
5404;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;3;14;OA;POBJEDA
5405;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;3;20;LIPK;POBJEDA
5406;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;1;19;LIPK;PORAZ
5407;NBA;OKL-DAL;Dallas Mavericks;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS3-IPL;5;14;BOT;POBJEDA
5408;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS2-IPL;2;14;OA;PORAZ
5409;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;3;14;P&R;POBJEDA
5410;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;5;17;LEPK;PORAZ
5411;NBA;OKL-DAL;Dallas Mavericks;OL;OL-SO-SI;TN;TN-R;NEU;NEU-NS3-ZPL;2;9;BOT;POBJEDA
5412;NBA;OKL-DAL;Dallas Mavericks;OL;OL-SN-SI;ON;ON;NEG;NEG-NS3-IPL;4;4;BOT;POBJEDA
5413;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SO-SI;PN;PN-CC;NEU;NEU-NS2-ZPL;2;13;LIPK;PORAZ
5414;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-CL-PN;ON;ON;NEG;NEG-NS3-IPL;1;2;BIBL;PORAZ
5415;NBA;OKL-DAL;Dallas Mavericks;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS2-IPL;2;18;LIPK;POBJEDA
5416;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SO-SI;TN;TN-R;NEG;NEG-NS2-IPL;1;11;BOT;PORAZ
5417;NBA;OKL-DAL;Dallas Mavericks;OL;OL-SO-SI;TN;TN-S;POZ;POZ-US2;2;8;TRA;POBJEDA
5418;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-CL-PO;TN;TN-R;POZ;POZ-US2;1;10;LIPK;PORAZ
5419;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;ON;ON;NEG;NEG-NS2-IPL;4;12;OA;POBJEDA
5420;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-2/2;1;11;LIPK;PORAZ
5421;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS3-ZPL;5;23;OT;POBJEDA
5422;NBA;OKL-DAL;Dallas Mavericks;OL;OL-SN-SI;ON;ON;POZ;POZ-US3;2;5;BOT;POBJEDA
5423;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;3;17;LEPK;PORAZ
5424;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;5;17;LIPK;POBJEDA
5425;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SO-SI;TN;TN-R;NEG;NEG-NS2-IPL;1;8;P&R;PORAZ
5426;NBA;OKL-DAL;Dallas Mavericks;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-IPL-LS;3;8;OA;POBJEDA
5427;NBA;OKL-DAL;Dallas Mavericks;OL;OL-ISB;ON;ON;POZ;POZ-INOP-1/2;0;0;OA;POBJEDA
5428;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-BL-PO;PN;PN-CC;NEG;NEG-IPL-LI;3;17;BOT;PORAZ
5429;NBA;OKL-DAL;Dallas Mavericks;OL;OL-UL;TN;TN-P;POZ;POZ-IOP-1/2-ZN-IPL;1;4;TRA;POBJEDA
5430;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SO-SL;TN;TN-R;NEU;NEU-NS2-ZPL;1;11;P&R;PORAZ
5431;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SN-SI;ON;ON;POZ;POZ-IOP-2/2;0;1;SSN;PORAZ
5432;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;2;10;BIBL;POBJEDA
5433;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LI;2;11;OA;PORAZ
5434;NBA;OKL-DAL;Dallas Mavericks;OL;OL-UL;PN;PN-CC;NEG;NEG-NS3-IPL;4;17;BOT;POBJEDA
5435;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SO-SI;TN;TN-R;POZ;POZ-US2;1;8;P&R;PORAZ
5436;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-ISB;ON;ON;POZ;POZ-INOP-1/2;0;0;OA;PORAZ
5437;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;5;23;OA;POBJEDA
5438;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SO-SI;TN;TN-P;POZ;POZ-IOP-1/2-ZU;0;4;TRA;PORAZ
5439;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;5;20;P&R;POBJEDA
5440;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SO-SI;TN;TN-S;NEG;NEG-NS3-IPL;2;7;TRA;PORAZ
5441;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SN-SI;ON;ON;POZ;POZ-US2;0;1;SSN;PORAZ
5442;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;5;24;LIPK;POBJEDA
5443;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US2;3;20;LIPK;PORAZ
5444;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;4;16;P&P;POBJEDA
5445;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;2;15;LIPK;PORAZ
5446;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;5;14;OT;POBJEDA
5447;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SO-SI;TN;TN-S;NEU;NEU-NS2-ZPL;0;5;TRA;PORAZ
5448;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SN-SI;ON;ON;NEG;NEG-IPL-LI;0;1;SSN;PORAZ
5449;NBA;OKL-DAL;Dallas Mavericks;OL;OL-UL;TN;TN-R;POZ;POZ-IOP-2/2;5;11;BOT;POBJEDA
5450;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;7;19;BOT;PORAZ
5451;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;3;18;LIPK;POBJEDA
5452;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SO-SI;TN;TN-S;POZ;POZ-US2;0;6;TRA;PORAZ
5453;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;ON;ON;NEG;NEG-IPL-LI;2;11;OA;POBJEDA
5454;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-UL;TN;TN-S;NEG;NEG-NS3-IPL;2;4;TRA;PORAZ
5455;NBA;OKL-DAL;Dallas Mavericks;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS3-IPL;1;22;LIPK;POBJEDA
5456;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SO-SI;ON;ON;NEG;NEG-NS3-ZNC;0;4;OA;PORAZ
5457;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;2;11;BIBL;PORAZ
5458;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;ON;ON;POZ;POZ-US2;5;18;OT;POBJEDA
5459;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;1;11;OA;PORAZ
5460;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-BL-PN;PN;PN-CC;POZ;POZ-US2;1;4;P&R;PORAZ
5461;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS2-ZPL;3;15;P&R;POBJEDA
5462;NBA;OKL-DAL;Dallas Mavericks;OL;OL-SN-SI;PN;PN-CC;NEU;NEU-IOP-NN;2;6;OT;POBJEDA
5463;NBA;OKL-DAL;Dallas Mavericks;UL;UL-BL-PN;PN;PN-CC;NEU;NEU-NS2-ZPL;2;8;LEPK;POBJEDA
5464;NBA;OKL-DAL;Dallas Mavericks;OL;OL-SN-SI;PN;PN-CC;POZ;POZ-US2;2;9;P&R;POBJEDA
5465;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-CL-PO;TN;TN-R;POZ;POZ-US2;2;10;P&R;PORAZ
5466;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;2;15;P&R;POBJEDA
5467;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;3;17;LIPK;PORAZ
5468;NBA;OKL-DAL;Dallas Mavericks;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-IPL-LI;3;18;OA;POBJEDA
5469;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-UL;TN;TN-P;POZ;POZ-US2;1;2;TRA;PORAZ
5470;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;2;15;LIPK;POBJEDA
5471;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-2/2;3;15;LIPK;PORAZ
5472;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;6;18;OT;POBJEDA
5473;NBA;OKL-DAL;Dallas Mavericks;UL;UL-BL-PN;PN;PN-CC;NEG;NEG-NS2-IPL;3;6;OT;POBJEDA
5474;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-BL-PO;PN;PN-CC;POZ;POZ-US2;1;8;LIPK;PORAZ
5475;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;6;19;P&P;POBJEDA
5476;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-2/2;3;15;LIPK;PORAZ
5477;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;4;17;BOT;POBJEDA
5478;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SO-SI;TN;TN-R;POZ;POZ-US2;1;10;LIPK;PORAZ
5479;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;3;18;BOT;POBJEDA
5480;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SO-SI;PN;PN-CC;NEU;NEU-NS2-ZPL;1;16;LIPK;PORAZ
5481;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SN-SI;ON;ON;NEU;NEU-NS3-ZPL;1;2;BOT;PORAZ
5482;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SN-SI;PN;PN-CC;POZ;POZ-IOP-2/2;2;11;LIPK;PORAZ
5483;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;1;11;OA;POBJEDA
5484;NBA;OKL-DAL;Dallas Mavericks;UL;UL-BL-PN;PN;PN-CC;POZ;POZ-US2;3;10;LIPK;POBJEDA
5485;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LI;2;10;LIPK;PORAZ
5486;NBA;OKL-DAL;Dallas Mavericks;OL;OL-UL;ON;ON;NEG;NEG-IPL-LI;4;15;LIPK;POBJEDA
5487;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-UL;TN;TN-R;NEU;NEU-NS2-ZPL;2;10;P&R;PORAZ
5488;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-BL-PN;PN;PN-CC;POZ;POZ-IOP-1/2-ZU;1;9;LIPK;PORAZ
5489;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;3;22;P&P;POBJEDA
5490;NBA;OKL-DAL;Oklahoma City Thunder;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-1/2-ZN-IPL;4;10;OA;PORAZ
5491;NBA;OKL-DAL;Dallas Mavericks;OL;OL-SO-SL;PN;PN-CC;NEG;NEG-ML-IPL;2;15;LIPK;POBJEDA
5492;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-UL;TN;TN-R;POZ;POZ-US2;3;8;OT;PORAZ
5493;NBA;OKL-DAL;Dallas Mavericks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;2;13;P&R;POBJEDA
5494;NBA;OKL-DAL;Oklahoma City Thunder;OL;OL-SO-SI;TN;TN-S;NEG;NEG-NS3-IPL;1;5;TRA;PORAZ
